* ====================================================================
* record-id : 20260808-023237-61e0c25
* testbench : tb_device_mv_fet.spice
* corner    : typical
* temp      : 27 C
* supply    : n/a (no supply rail in this device-level testbench)
* pdk       : gf180mcuD (/home/ubuntu/.volare/gf180mcuD)
* ngspice   : ngspice-46 : Circuit level simulation program
479	9.5800000000e-01	9.5800000000e-01	2.5003202140e-04	-8.182606273e-05	2.7089966254e-04	-8.003901574e-05	3.1959513568e-04	-1.155008043e-04	
480	9.6000000000e-01	9.6000000000e-01	2.5019830420e-04	-8.192836848e-05	2.7116671808e-04	-8.015019222e-05	3.1985331745e-04	-1.156516863e-04	
481	9.6200000000e-01	9.6200000000e-01	2.5036333577e-04	-8.203044295e-05	2.7143244667e-04	-8.026113292e-05	3.2011019012e-04	-1.158020942e-04	
482	9.6400000000e-01	9.6400000000e-01	2.5052712091e-04	-8.213228695e-05	2.7169685195e-04	-8.037183865e-05	3.2036575990e-04	-1.159520297e-04	
483	9.6600000000e-01	9.6600000000e-01	2.5068966442e-04	-8.223390129e-05	2.7195993753e-04	-8.048231019e-05	3.2062003295e-04	-1.161014946e-04	
484	9.6800000000e-01	9.6800000000e-01	2.5085097106e-04	-8.233528675e-05	2.7222170705e-04	-8.059254835e-05	3.2087301541e-04	-1.162504907e-04	
485	9.7000000000e-01	9.7000000000e-01	2.5101104560e-04	-8.243644415e-05	2.7248216414e-04	-8.070255391e-05	3.2112471338e-04	-1.163990197e-04	
486	9.7200000000e-01	9.7200000000e-01	2.5116989281e-04	-8.253737428e-05	2.7274131241e-04	-8.081232766e-05	3.2137513293e-04	-1.165470834e-04	
487	9.7400000000e-01	9.7400000000e-01	2.5132751741e-04	-8.263807792e-05	2.7299915548e-04	-8.092187038e-05	3.2162428008e-04	-1.166946834e-04	
488	9.7600000000e-01	9.7600000000e-01	2.5148392415e-04	-8.273855587e-05	2.7325569698e-04	-8.103118285e-05	3.2187216084e-04	-1.168418215e-04	
489	9.7800000000e-01	9.7800000000e-01	2.5163911775e-04	-8.283880890e-05	2.7351094051e-04	-8.114026584e-05	3.2211878117e-04	-1.169884994e-04	
490	9.8000000000e-01	9.8000000000e-01	2.5179310293e-04	-8.293883779e-05	2.7376488970e-04	-8.124912013e-05	3.2236414699e-04	-1.171347187e-04	
491	9.8200000000e-01	9.8200000000e-01	2.5194588438e-04	-8.303864331e-05	2.7401754814e-04	-8.135774649e-05	3.2260826421e-04	-1.172804812e-04	
492	9.8400000000e-01	9.8400000000e-01	2.5209746680e-04	-8.313822624e-05	2.7426891945e-04	-8.146614567e-05	3.2285113870e-04	-1.174257886e-04	
493	9.8600000000e-01	9.8600000000e-01	2.5224785488e-04	-8.323758735e-05	2.7451900723e-04	-8.157431843e-05	3.2309277627e-04	-1.175706425e-04	
494	9.8800000000e-01	9.8800000000e-01	2.5239705327e-04	-8.333672739e-05	2.7476781509e-04	-8.168226554e-05	3.2333318274e-04	-1.177150446e-04	
495	9.9000000000e-01	9.9000000000e-01	2.5254506664e-04	-8.343564713e-05	2.7501534661e-04	-8.178998775e-05	3.2357236387e-04	-1.178589966e-04	
496	9.9200000000e-01	9.9200000000e-01	2.5269189964e-04	-8.353434732e-05	2.7526160539e-04	-8.189748580e-05	3.2381032539e-04	-1.180025000e-04	
497	9.9400000000e-01	9.9400000000e-01	2.5283755690e-04	-8.363282871e-05	2.7550659503e-04	-8.200476044e-05	3.2404707300e-04	-1.181455567e-04	
498	9.9600000000e-01	9.9600000000e-01	2.5298204306e-04	-8.373109205e-05	2.7575031911e-04	-8.211181242e-05	3.2428261239e-04	-1.182881681e-04	
499	9.9800000000e-01	9.9800000000e-01	2.5312536273e-04	-8.382913808e-05	2.7599278123e-04	-8.221864246e-05	3.2451694918e-04	-1.184303359e-04	
500	1.0000000000e+00	1.0000000000e+00	2.5326752050e-04	-8.392696756e-05	2.7623398496e-04	-8.232525132e-05	3.2475008900e-04	-1.185720618e-04	
Doing analysis at TEMP = 27.000000 and TNOM = 27.000000

Using SPARSE 1.3 as Direct Linear Solver

No. of Data Rows : 1
idsat_n06 = 5.6936940284e-03
idsat_p06 = -2.890415449e-03
idsat_n05 = 4.9858223960e-03
idsat_p05 = -2.339996494e-03
idsat_n33 = 5.0844381122e-03
idsat_p33 = -2.495778054e-03
ioff_n06 = 7.0391664308e-12
ioff_p06 = -8.333423067e-12
ioff_n05 = 6.4549649257e-12
ioff_p05 = -6.963588070e-12
ioff_n33 = 1.5606088895e-11
ioff_p33 = -5.520632327e-12
cgg_n06 = 9.5830358509e-15
cgd_n06 = -1.215032816e-18
cgg_p06 = 9.1873666080e-15
cgd_p06 = 2.0969794564e-17
cgg_n05 = 7.9943960748e-15
cgd_n05 = -1.193879497e-18
cgg_p05 = 8.4394996639e-15
cgd_p05 = 2.9168958383e-17
cgg_n33 = 6.9332026709e-15
cgd_n33 = 1.0691557830e-16
cgg_p33 = 9.5947370556e-15
cgd_p33 = 6.8002152264e-17
Doing analysis at TEMP = 27.000000 and TNOM = 27.000000

Using SPARSE 1.3 as Direct Linear Solver

No. of Data Rows : 101
                                                                                                                                                                                                                                                     *include "corner.spice
                                                                                                                                                                                                                                                     DC transfer characteristic  Sat Aug  8 02:32:53  2026
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Index   v-sweep         v(vfracds)      ioc_n06_r75     ioc_n06_r90     ioc_n06_r100    
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
0	0.0000000000e+00	0.0000000000e+00	-0.0000000000e+00	-0.0000000000e+00	-0.0000000000e+00	
1	1.0000000000e-02	1.0000000000e-02	2.7896988504e-04	3.0841522097e-04	3.2242493879e-04	
2	2.0000000000e-02	2.0000000000e-02	5.4264634892e-04	6.0223741449e-04	6.3089976401e-04	
3	3.0000000000e-02	3.0000000000e-02	7.9170001292e-04	8.8205194190e-04	9.2594953241e-04	
4	4.0000000000e-02	4.0000000000e-02	1.0267624071e-03	1.1484130021e-03	1.2080730930e-03	
5	5.0000000000e-02	5.0000000000e-02	1.2484283367e-03	1.4018453862e-03	1.4777444906e-03	
6	6.0000000000e-02	6.0000000000e-02	1.4572580319e-03	1.6428460526e-03	1.7354142216e-03	
7	7.0000000000e-02	7.0000000000e-02	1.6537792084e-03	1.8718856076e-03	1.9815104030e-03	
8	8.0000000000e-02	8.0000000000e-02	1.8384890981e-03	2.0894097519e-03	2.2164399000e-03	
9	9.0000000000e-02	9.0000000000e-02	2.0118564406e-03	2.2958407205e-03	2.4405894442e-03	
10	1.0000000000e-01	1.0000000000e-01	2.1743233680e-03	2.4915787159e-03	2.6543267515e-03	
11	1.1000000000e-01	1.1000000000e-01	2.3263070599e-03	2.6770033090e-03	2.8580016359e-03	
12	1.2000000000e-01	1.2000000000e-01	2.4682009844e-03	2.8524747637e-03	3.0519471026e-03	
13	1.3000000000e-01	1.3000000000e-01	2.6003754363e-03	3.0183352260e-03	3.2364803954e-03	
14	1.4000000000e-01	1.4000000000e-01	2.7231768956e-03	3.1749096932e-03	3.4119039625e-03	
15	1.5000000000e-01	1.5000000000e-01	2.8369253402e-03	3.3225066493e-03	3.5785062994e-03	
16	1.6000000000e-01	1.6000000000e-01	2.9419078880e-03	3.4614181878e-03	3.7365626111e-03	
17	1.7000000000e-01	1.7000000000e-01	3.0383656709e-03	3.5919193337e-03	3.8863352131e-03	
18	1.8000000000e-01	1.8000000000e-01	3.1264683882e-03	3.7142660567e-03	4.0280735515e-03	
19	1.9000000000e-01	1.9000000000e-01	3.2062686799e-03	3.8286910637e-03	4.1620136434e-03	
20	2.0000000000e-01	2.0000000000e-01	3.2776353151e-03	3.9353956996e-03	4.2883766020e-03	
21	2.1000000000e-01	2.1000000000e-01	3.3402122638e-03	4.0345349544e-03	4.4073656596e-03	
22	2.2000000000e-01	2.2000000000e-01	3.3935698346e-03	4.1261906094e-03	4.5191606386e-03	
23	2.3000000000e-01	2.3000000000e-01	3.4376992454e-03	4.2103263567e-03	4.6239080104e-03	
24	2.4000000000e-01	2.4000000000e-01	3.4734677625e-03	4.2867259043e-03	4.7217033673e-03	
25	2.5000000000e-01	2.5000000000e-01	3.5024118854e-03	4.3549531571e-03	4.8125615462e-03	
26	2.6000000000e-01	2.6000000000e-01	3.5261419925e-03	4.4144600060e-03	4.8963700015e-03	
27	2.7000000000e-01	2.7000000000e-01	3.5459789214e-03	4.4649736426e-03	4.9728321635e-03	
28	2.8000000000e-01	2.8000000000e-01	3.5628961467e-03	4.5069479592e-03	5.0414492246e-03	
29	2.9000000000e-01	2.9000000000e-01	3.5775866613e-03	4.5415646699e-03	5.1016591866e-03	
30	3.0000000000e-01	3.0000000000e-01	3.5905435752e-03	4.5702874093e-03	5.1532118059e-03	
31	3.1000000000e-01	3.1000000000e-01	3.6021227674e-03	4.5944550651e-03	5.1965394921e-03	
32	3.2000000000e-01	3.2000000000e-01	3.6125860972e-03	4.6151283604e-03	5.2327198658e-03	
33	3.3000000000e-01	3.3000000000e-01	3.6221302055e-03	4.6330984791e-03	5.2630869394e-03	
34	3.4000000000e-01	3.4000000000e-01	3.6309056732e-03	4.6489454730e-03	5.2888825501e-03	
35	3.5000000000e-01	3.5000000000e-01	3.6390299122e-03	4.6630960861e-03	5.3111139119e-03	
36	3.6000000000e-01	3.6000000000e-01	3.6465959850e-03	4.6758682662e-03	5.3305497397e-03	
37	3.7000000000e-01	3.7000000000e-01	3.6536787524e-03	4.6875027402e-03	5.3477649682e-03	
38	3.8000000000e-01	3.8000000000e-01	3.6603392384e-03	4.6981848531e-03	5.3631896365e-03	
39	3.9000000000e-01	3.9000000000e-01	3.6666277846e-03	4.7080596461e-03	5.3771485109e-03	
40	4.0000000000e-01	4.0000000000e-01	3.6725863695e-03	4.7172423560e-03	5.3898902123e-03	
41	4.1000000000e-01	4.1000000000e-01	3.6782503386e-03	4.7258258253e-03	5.4016079107e-03	
42	4.2000000000e-01	4.2000000000e-01	3.6836497158e-03	4.7338858103e-03	5.4124539134e-03	
43	4.3000000000e-01	4.3000000000e-01	3.6888102089e-03	4.7414848422e-03	5.4225499968e-03	
44	4.4000000000e-01	4.4000000000e-01	3.6937539914e-03	4.7486750796e-03	5.4319947979e-03	
45	4.5000000000e-01	4.5000000000e-01	3.6985003164e-03	4.7555004440e-03	5.4408691691e-03	
46	4.6000000000e-01	4.6000000000e-01	3.7030660049e-03	4.7619982423e-03	5.4492401118e-03	
47	4.7000000000e-01	4.7000000000e-01	3.7074658376e-03	4.7682004139e-03	5.4571637047e-03	
48	4.8000000000e-01	4.8000000000e-01	3.7117128741e-03	4.7741345011e-03	5.4646873125e-03	
49	4.9000000000e-01	4.9000000000e-01	3.7158187149e-03	4.7798244124e-03	5.4718512734e-03	
50	5.0000000000e-01	5.0000000000e-01	3.7197937216e-03	4.7852910296e-03	5.4786902035e-03	
51	5.1000000000e-01	5.1000000000e-01	3.7236472043e-03	4.7905526958e-03	5.4852340160e-03	
52	5.2000000000e-01	5.2000000000e-01	3.7273875861e-03	4.7956256117e-03	5.4915087270e-03	
53	5.3000000000e-01	5.3000000000e-01	3.7310225511e-03	4.8005241626e-03	5.4975370981e-03	
54	5.4000000000e-01	5.4000000000e-01	3.7345591830e-03	4.8052611913e-03	5.5033391554e-03	
55	5.5000000000e-01	5.5000000000e-01	3.7380040989e-03	4.8098482310e-03	5.5089326124e-03	
56	5.6000000000e-01	5.6000000000e-01	3.7413635825e-03	4.8142957099e-03	5.5143332198e-03	
57	5.7000000000e-01	5.7000000000e-01	3.7446437210e-03	4.8186131343e-03	5.5195550602e-03	
58	5.8000000000e-01	5.8000000000e-01	3.7478505482e-03	4.8228092604e-03	5.5246107995e-03	
59	5.9000000000e-01	5.9000000000e-01	3.7509901958e-03	4.8268922601e-03	5.5295119101e-03	
60	6.0000000000e-01	6.0000000000e-01	3.7540690553e-03	4.8308698861e-03	5.5342688721e-03	
61	6.1000000000e-01	6.1000000000e-01	3.7570939501e-03	4.8347496423e-03	5.5388913639e-03	
62	6.2000000000e-01	6.2000000000e-01	3.7600723192e-03	4.8385389614e-03	5.5433884475e-03	
63	6.3000000000e-01	6.3000000000e-01	3.7630124117e-03	4.8422453945e-03	5.5477687548e-03	
64	6.4000000000e-01	6.4000000000e-01	3.7659234907e-03	4.8458768134e-03	5.5520406805e-03	
65	6.5000000000e-01	6.5000000000e-01	3.7688160466e-03	4.8494416267e-03	5.5562125857e-03	
66	6.6000000000e-01	6.6000000000e-01	3.7717020168e-03	4.8529490119e-03	5.5602930148e-03	
67	6.7000000000e-01	6.7000000000e-01	3.7745950111e-03	4.8564091603e-03	5.5642909275e-03	
68	6.8000000000e-01	6.8000000000e-01	3.7775105392e-03	4.8598335360e-03	5.5682159479e-03	
69	6.9000000000e-01	6.9000000000e-01	3.7804662396e-03	4.8632351468e-03	5.5720786313e-03	
70	7.0000000000e-01	7.0000000000e-01	3.7834821062e-03	4.8666288243e-03	5.5758907463e-03	
71	7.1000000000e-01	7.1000000000e-01	3.7865807115e-03	4.8700315109e-03	5.5796655726e-03	
72	7.2000000000e-01	7.2000000000e-01	3.7897874225e-03	4.8734625521e-03	5.5834182125e-03	
73	7.3000000000e-01	7.3000000000e-01	3.7931306091e-03	4.8769439891e-03	5.5871659125e-03	
74	7.4000000000e-01	7.4000000000e-01	3.7966418417e-03	4.8805008509e-03	5.5909283927e-03	
75	7.5000000000e-01	7.5000000000e-01	3.8003560765e-03	4.8841614406e-03	5.5947281816e-03	
76	7.6000000000e-01	7.6000000000e-01	3.8043118268e-03	4.8879576156e-03	5.5985909513e-03	
77	7.7000000000e-01	7.7000000000e-01	3.8085513195e-03	4.8919250560e-03	5.6025458506e-03	
78	7.8000000000e-01	7.8000000000e-01	3.8131206349e-03	4.8961035209e-03	5.6066258331e-03	
79	7.9000000000e-01	7.9000000000e-01	3.8180698297e-03	4.9005370891e-03	5.6108679750e-03	
80	8.0000000000e-01	8.0000000000e-01	3.8234530415e-03	4.9052743820e-03	5.6153137815e-03	
81	8.1000000000e-01	8.1000000000e-01	3.8293285757e-03	4.9103687681e-03	5.6200094775e-03	
82	8.2000000000e-01	8.2000000000e-01	3.8357589734e-03	4.9158785454e-03	5.6250062807e-03	
83	8.3000000000e-01	8.3000000000e-01	3.8428110610e-03	4.9218671031e-03	5.6303606537e-03	
84	8.4000000000e-01	8.4000000000e-01	3.8505559811e-03	4.9284030597e-03	5.6361345345e-03	
85	8.5000000000e-01	8.5000000000e-01	3.8590692059e-03	4.9355603776e-03	5.6423955426e-03	
86	8.6000000000e-01	8.6000000000e-01	3.8684305326e-03	4.9434184542e-03	5.6492171593e-03	
87	8.7000000000e-01	8.7000000000e-01	3.8787240619e-03	4.9520621887e-03	5.6566788825e-03	
88	8.8000000000e-01	8.8000000000e-01	3.8900381605e-03	4.9615820256e-03	5.6648663536e-03	
89	8.9000000000e-01	8.9000000000e-01	3.9024654074e-03	4.9720739746e-03	5.6738714577e-03	
90	9.0000000000e-01	9.0000000000e-01	3.9161025269e-03	4.9836396078e-03	5.6837923963e-03	
91	9.1000000000e-01	9.1000000000e-01	3.9310503066e-03	4.9963860347e-03	5.6947337320e-03	
92	9.2000000000e-01	9.2000000000e-01	3.9474135034e-03	5.0104258567e-03	5.7068064081e-03	
93	9.3000000000e-01	9.3000000000e-01	3.9653007380e-03	5.0258771008e-03	5.7201277405e-03	
94	9.4000000000e-01	9.4000000000e-01	3.9848243780e-03	5.0428631344e-03	5.7348213858e-03	
95	9.5000000000e-01	9.5000000000e-01	4.0061004122e-03	5.0615125629e-03	5.7510172847e-03	
96	9.6000000000e-01	9.6000000000e-01	4.0292483157e-03	5.0819591103e-03	5.7688515827e-03	
97	9.7000000000e-01	9.7000000000e-01	4.0543909072e-03	5.1043414843e-03	5.7884665291e-03	
98	9.8000000000e-01	9.8000000000e-01	4.0816542007e-03	5.1288032279e-03	5.8100103558e-03	
99	9.9000000000e-01	9.9000000000e-01	4.1111672500e-03	5.1554925584e-03	5.8336371376e-03	
100	1.0000000000e+00	1.0000000000e+00	4.1430619897e-03	5.1845621946e-03	5.8595066351e-03	
                                                                                                                                                                                                                                                     *include "corner.spice
                                                                                                                                                                                                                                                     DC transfer characteristic  Sat Aug  8 02:32:53  2026
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Index   v-sweep         v(vfracds)      ioc_p06_r75     ioc_p06_r90     ioc_p06_r100    
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
0	0.0000000000e+00	0.0000000000e+00	-0.0000000000e+00	-0.0000000000e+00	-0.0000000000e+00	
1	1.0000000000e-02	1.0000000000e-02	-8.552466725e-05	-9.743405391e-05	-1.043102990e-04	
2	2.0000000000e-02	2.0000000000e-02	-1.683917308e-04	-1.923316504e-04	-2.061609907e-04	
3	3.0000000000e-02	3.0000000000e-02	-2.486371391e-04	-2.847245019e-04	-3.055813872e-04	
4	4.0000000000e-02	4.0000000000e-02	-3.262961989e-04	-3.746437963e-04	-4.026003383e-04	
5	5.0000000000e-02	5.0000000000e-02	-4.014035901e-04	-4.621202082e-04	-4.972462406e-04	
6	6.0000000000e-02	6.0000000000e-02	-4.739933802e-04	-5.471839091e-04	-5.895470459e-04	
7	7.0000000000e-02	7.0000000000e-02	-5.440990378e-04	-6.298645778e-04	-6.795302703e-04	
8	8.0000000000e-02	8.0000000000e-02	-6.117534469e-04	-7.101914107e-04	-7.672230025e-04	
9	9.0000000000e-02	9.0000000000e-02	-6.769889201e-04	-7.881931311e-04	-8.526519116e-04	
10	1.0000000000e-01	1.0000000000e-01	-7.398372124e-04	-8.638979995e-04	-9.358432556e-04	
11	1.1000000000e-01	1.1000000000e-01	-8.003295349e-04	-9.373338228e-04	-1.016822889e-03	
12	1.2000000000e-01	1.2000000000e-01	-8.584965684e-04	-1.008527964e-03	-1.095616272e-03	
13	1.3000000000e-01	1.3000000000e-01	-9.143684774e-04	-1.077507352e-03	-1.172248474e-03	
14	1.4000000000e-01	1.4000000000e-01	-9.679749247e-04	-1.144298489e-03	-1.246744188e-03	
15	1.5000000000e-01	1.5000000000e-01	-1.019345086e-03	-1.208927464e-03	-1.319127732e-03	
16	1.6000000000e-01	1.6000000000e-01	-1.068507664e-03	-1.271419958e-03	-1.389423060e-03	
17	1.7000000000e-01	1.7000000000e-01	-1.115490910e-03	-1.331801256e-03	-1.457653770e-03	
18	1.8000000000e-01	1.8000000000e-01	-1.160322632e-03	-1.390096255e-03	-1.523843109e-03	
19	1.9000000000e-01	1.9000000000e-01	-1.203030227e-03	-1.446329475e-03	-1.588013981e-03	
20	2.0000000000e-01	2.0000000000e-01	-1.243640692e-03	-1.500525067e-03	-1.650188957e-03	
21	2.1000000000e-01	2.1000000000e-01	-1.282180658e-03	-1.552706826e-03	-1.710390281e-03	
22	2.2000000000e-01	2.2000000000e-01	-1.318676419e-03	-1.602898194e-03	-1.768639875e-03	
23	2.3000000000e-01	2.3000000000e-01	-1.353153977e-03	-1.651122280e-03	-1.824959351e-03	
24	2.4000000000e-01	2.4000000000e-01	-1.385639089e-03	-1.697401861e-03	-1.879370014e-03	
25	2.5000000000e-01	2.5000000000e-01	-1.416157351e-03	-1.741759398e-03	-1.931892873e-03	
26	2.6000000000e-01	2.6000000000e-01	-1.444734295e-03	-1.784217047e-03	-1.982548645e-03	
27	2.7000000000e-01	2.7000000000e-01	-1.471395552e-03	-1.824796668e-03	-2.031357764e-03	
28	2.8000000000e-01	2.8000000000e-01	-1.496167099e-03	-1.863519836e-03	-2.078340388e-03	
29	2.9000000000e-01	2.9000000000e-01	-1.519075664e-03	-1.900407855e-03	-2.123516403e-03	
30	3.0000000000e-01	3.0000000000e-01	-1.540149450e-03	-1.935481762e-03	-2.166905431e-03	
31	3.1000000000e-01	3.1000000000e-01	-1.559419504e-03	-1.968762334e-03	-2.208526831e-03	
32	3.2000000000e-01	3.2000000000e-01	-1.576922479e-03	-2.000270083e-03	-2.248399707e-03	
33	3.3000000000e-01	3.3000000000e-01	-1.592706187e-03	-2.030025229e-03	-2.286542895e-03	
34	3.4000000000e-01	3.4000000000e-01	-1.606839588e-03	-2.058047652e-03	-2.322974961e-03	
35	3.5000000000e-01	3.5000000000e-01	-1.619425926e-03	-2.084356779e-03	-2.357714175e-03	
36	3.6000000000e-01	3.6000000000e-01	-1.630610149e-03	-2.108971392e-03	-2.390778465e-03	
37	3.7000000000e-01	3.7000000000e-01	-1.640569439e-03	-2.131909365e-03	-2.422185333e-03	
38	3.8000000000e-01	3.8000000000e-01	-1.649489539e-03	-2.153187454e-03	-2.451951709e-03	
39	3.9000000000e-01	3.9000000000e-01	-1.657542348e-03	-2.172821776e-03	-2.480093696e-03	
40	4.0000000000e-01	4.0000000000e-01	-1.664874570e-03	-2.190830611e-03	-2.506626145e-03	
41	4.1000000000e-01	4.1000000000e-01	-1.671606067e-03	-2.207242377e-03	-2.531561992e-03	
42	4.2000000000e-01	4.2000000000e-01	-1.677832994e-03	-2.222110000e-03	-2.554911359e-03	
43	4.3000000000e-01	4.3000000000e-01	-1.683632200e-03	-2.235525419e-03	-2.576680689e-03	
44	4.4000000000e-01	4.4000000000e-01	-1.689065359e-03	-2.247621526e-03	-2.596873057e-03	
45	4.5000000000e-01	4.5000000000e-01	-1.694182349e-03	-2.258556940e-03	-2.615492209e-03	
46	4.6000000000e-01	4.6000000000e-01	-1.699023889e-03	-2.268493996e-03	-2.632553491e-03	
47	4.7000000000e-01	4.7000000000e-01	-1.703623547e-03	-2.277582186e-03	-2.648100875e-03	
48	4.8000000000e-01	4.8000000000e-01	-1.708009256e-03	-2.285950665e-03	-2.662220479e-03	
49	4.9000000000e-01	4.9000000000e-01	-1.712204480e-03	-2.293707288e-03	-2.675038840e-03	
50	5.0000000000e-01	5.0000000000e-01	-1.716229091e-03	-2.300940761e-03	-2.686706012e-03	
51	5.1000000000e-01	5.1000000000e-01	-1.720100056e-03	-2.307723746e-03	-2.697375026e-03	
52	5.2000000000e-01	5.2000000000e-01	-1.723831966e-03	-2.314115888e-03	-2.707187388e-03	
53	5.3000000000e-01	5.3000000000e-01	-1.727437457e-03	-2.320166406e-03	-2.716266533e-03	
54	5.4000000000e-01	5.4000000000e-01	-1.730927538e-03	-2.325916203e-03	-2.724716779e-03	
55	5.5000000000e-01	5.5000000000e-01	-1.734311855e-03	-2.331399525e-03	-2.732624995e-03	
56	5.6000000000e-01	5.6000000000e-01	-1.737598909e-03	-2.336645265e-03	-2.740063171e-03	
57	5.7000000000e-01	5.7000000000e-01	-1.740796224e-03	-2.341677983e-03	-2.747091030e-03	
58	5.8000000000e-01	5.8000000000e-01	-1.743910494e-03	-2.346518706e-03	-2.753758319e-03	
59	5.9000000000e-01	5.9000000000e-01	-1.746947699e-03	-2.351185555e-03	-2.760106722e-03	
60	6.0000000000e-01	6.0000000000e-01	-1.749913202e-03	-2.355694248e-03	-2.766171393e-03	
61	6.1000000000e-01	6.1000000000e-01	-1.752811830e-03	-2.360058499e-03	-2.771982180e-03	
62	6.2000000000e-01	6.2000000000e-01	-1.755647944e-03	-2.364290340e-03	-2.777564598e-03	
63	6.3000000000e-01	6.3000000000e-01	-1.758425497e-03	-2.368400378e-03	-2.782940598e-03	
64	6.4000000000e-01	6.4000000000e-01	-1.761148082e-03	-2.372398014e-03	-2.788129185e-03	
65	6.5000000000e-01	6.5000000000e-01	-1.763818974e-03	-2.376291614e-03	-2.793146907e-03	
66	6.6000000000e-01	6.6000000000e-01	-1.766441169e-03	-2.380088653e-03	-2.798008253e-03	
67	6.7000000000e-01	6.7000000000e-01	-1.769017414e-03	-2.383795841e-03	-2.802725976e-03	
68	6.8000000000e-01	6.8000000000e-01	-1.771550233e-03	-2.387419217e-03	-2.807311352e-03	
69	6.9000000000e-01	6.9000000000e-01	-1.774041952e-03	-2.390964241e-03	-2.811774402e-03	
70	7.0000000000e-01	7.0000000000e-01	-1.776494723e-03	-2.394435859e-03	-2.816124063e-03	
71	7.1000000000e-01	7.1000000000e-01	-1.778910542e-03	-2.397838570e-03	-2.820368341e-03	
72	7.2000000000e-01	7.2000000000e-01	-1.781291264e-03	-2.401176478e-03	-2.824514435e-03	
73	7.3000000000e-01	7.3000000000e-01	-1.783638628e-03	-2.404453333e-03	-2.828568838e-03	
74	7.4000000000e-01	7.4000000000e-01	-1.785954268e-03	-2.407672576e-03	-2.832537429e-03	
75	7.5000000000e-01	7.5000000000e-01	-1.788239732e-03	-2.410837369e-03	-2.836425544e-03	
76	7.6000000000e-01	7.6000000000e-01	-1.790496502e-03	-2.413950627e-03	-2.840238044e-03	
77	7.7000000000e-01	7.7000000000e-01	-1.792726009e-03	-2.417015046e-03	-2.843979368e-03	
78	7.8000000000e-01	7.8000000000e-01	-1.794929659e-03	-2.420033127e-03	-2.847653579e-03	
79	7.9000000000e-01	7.9000000000e-01	-1.797108852e-03	-2.423007199e-03	-2.851264411e-03	
80	8.0000000000e-01	8.0000000000e-01	-1.799265010e-03	-2.425939444e-03	-2.854815298e-03	
81	8.1000000000e-01	8.1000000000e-01	-1.801399602e-03	-2.428831913e-03	-2.858309413e-03	
82	8.2000000000e-01	8.2000000000e-01	-1.803514181e-03	-2.431686555e-03	-2.861749693e-03	
83	8.3000000000e-01	8.3000000000e-01	-1.805610413e-03	-2.434505237e-03	-2.865138870e-03	
84	8.4000000000e-01	8.4000000000e-01	-1.807690122e-03	-2.437289770e-03	-2.868479494e-03	
85	8.5000000000e-01	8.5000000000e-01	-1.809755329e-03	-2.440041937e-03	-2.871773959e-03	
86	8.6000000000e-01	8.6000000000e-01	-1.811808299e-03	-2.442763522e-03	-2.875024529e-03	
87	8.7000000000e-01	8.7000000000e-01	-1.813851596e-03	-2.445456345e-03	-2.878233363e-03	
88	8.8000000000e-01	8.8000000000e-01	-1.815888134e-03	-2.448122301e-03	-2.881402544e-03	
89	8.9000000000e-01	8.9000000000e-01	-1.817921239e-03	-2.450763400e-03	-2.884534110e-03	
90	9.0000000000e-01	9.0000000000e-01	-1.819954712e-03	-2.453381818e-03	-2.887630086e-03	
91	9.1000000000e-01	9.1000000000e-01	-1.821992894e-03	-2.455979945e-03	-2.890692521e-03	
92	9.2000000000e-01	9.2000000000e-01	-1.824040742e-03	-2.458560446e-03	-2.893723534e-03	
93	9.3000000000e-01	9.3000000000e-01	-1.826103894e-03	-2.461126323e-03	-2.896725353e-03	
94	9.4000000000e-01	9.4000000000e-01	-1.828188753e-03	-2.463680987e-03	-2.899700377e-03	
95	9.5000000000e-01	9.5000000000e-01	-1.830302562e-03	-2.466228330e-03	-2.902651227e-03	
96	9.6000000000e-01	9.6000000000e-01	-1.832453485e-03	-2.468772804e-03	-2.905580813e-03	
97	9.7000000000e-01	9.7000000000e-01	-1.834650691e-03	-2.471319511e-03	-2.908492406e-03	
98	9.8000000000e-01	9.8000000000e-01	-1.836904434e-03	-2.473874290e-03	-2.911389714e-03	
99	9.9000000000e-01	9.9000000000e-01	-1.839226139e-03	-2.476443814e-03	-2.914276971e-03	
100	1.0000000000e+00	1.0000000000e+00	-1.841628484e-03	-2.479035687e-03	-2.917159020e-03	
                                                                                                                                                                                                                                                     *include "corner.spice
                                                                                                                                                                                                                                                     DC transfer characteristic  Sat Aug  8 02:32:53  2026
